	50.1 V
168168	-0.00354394
168202	-0.00298484
168236	-0.00354787
168270	-0.00298776
168305	-0.00354817
168339	-0.00299775
168374	-0.0035506
168408	-0.00298633
168442	-0.00354359
168479	-0.00298817
168514	-0.00355572
168548	-0.0029777
168581	-0.00354555
168615	-0.0029827
168648	-0.00354602
168683	-0.00298764
168717	-0.003544
168754	-0.0029802
168788	-0.00354186
168822	-0.00298306
168860	-0.00354483
168892	-0.00299579
168926	-0.00354061
168961	-0.00298217
168996	-0.00355031
169029	-0.00298294
169063	-0.0035465
169096	-0.00298062
169155	-0.00353353
169189	-0.00298288
169222	-0.00354775
169255	-0.00297693
169289	-0.00354008
169324	-0.00298811
169357	-0.00354299
169390	-0.00298282
169423	-0.00354454
169456	-0.00298365
169489	-0.00355298
169522	-0.00298383
169554	-0.00354251
169588	-0.00298895
169621	-0.00354614
169655	-0.00298205
169688	-0.00354192
169721	-0.0029827
169755	-0.00354632
169789	-0.00297883
169822	-0.00355162
169875	-0.00299222
169910	-0.00354638
169944	-0.00298466
169978	-0.00354555
170012	-0.00298228
170045	-0.00354852
170079	-0.00298044
170112	-0.00355072
170146	-0.00298811
170200	-0.00354965
170235	-0.00298252
170269	-0.00355417
170302	-0.00298681
170338	-0.00354246
170371	-0.0029783
170405	-0.0035484
170439	-0.00298865
170473	-0.00355263
170507	-0.00298175
170541	-0.0035484
170575	-0.0029899
170609	-0.00355114
170644	-0.00298425
170680	-0.00354918
170714	-0.00298681
170748	-0.00355519
170783	-0.00298157
170818	-0.00354852
170854	-0.00298359
170889	-0.00355376
170922	-0.00297842
170962	-0.00354858
170998	-0.00298413
171033	-0.00355037
171067	-0.00298383
171102	-0.00355554
171140	-0.00297907
171176	-0.00356042
171210	-0.00297295
171244	-0.00354918
171278	-0.00297687
171311	-0.00354965
171344	-0.00298341
171378	-0.00355352
171413	-0.002983
171446	-0.00355239
171480	-0.00298163
171517	-0.00355287
171552	-0.00298044
171586	-0.00355245
171625	-0.00297396
171659	-0.00355138
171692	-0.00298068
171726	-0.00355786
171759	-0.00298193
171793	-0.00354424
171827	-0.00298312
171861	-0.00356161
171897	-0.00297021
171932	-0.00355786
171966	-0.00298002
172001	-0.00355245
172036	-0.00298121
172069	-0.00354942
172105	-0.00297693
172140	-0.00355935
172197	-0.00297759
172230	-0.00354763
172267	-0.00297622
172304	-0.00355483
172339	-0.00297265
172374	-0.00355608
172409	-0.00298615
172444	-0.00354971
172485	-0.00297039
172526	-0.00355489
172559	-0.00298312
172591	-0.0035553
172624	-0.00297634
172658	-0.00355637
172691	-0.00298228
172725	-0.00356928
172758	-0.00298347
172791	-0.00355049
172824	-0.00298347
172857	-0.00355655
172890	-0.00297366
172923	-0.00355269
172956	-0.00296581
172990	-0.00355429
173023	-0.00296884
173057	-0.00355566
173090	-0.00297996
173123	-0.00354793
173155	-0.00297027
173188	-0.00354698
173242	-0.00297872
173274	-0.00356304
173307	-0.00297051
173340	-0.00355209
173372	-0.00298199
173424	-0.0035653
173457	-0.00297824
173489	-0.00355602
173521	-0.00298169
173579	-0.00356167
173616	-0.00297818
173649	-0.00355626
173682	-0.0029764
173716	-0.00356345
173750	-0.00297074
173784	-0.00355423
173817	-0.002983
173851	-0.003565
173883	-0.00297854
173916	-0.00356179
173951	-0.00297788
173987	-0.00356506
174021	-0.00297176
174054	-0.00355649
174088	-0.0029758
174125	-0.00356006
174160	-0.00297372
174194	-0.00355929
174228	-0.00296599
174262	-0.0035506
174298	-0.00297485
174332	-0.0035609
174366	-0.00297515
174402	-0.00356411
174439	-0.00296801
174473	-0.00356464
174509	-0.00297354
174542	-0.0035622
174579	-0.0029667
174632	-0.00355459
174666	-0.00297396
174700	-0.00356875
174734	-0.00296997
174770	-0.00355197
174804	-0.00297372
174839	-0.00356006
174876	-0.00297033
174911	-0.00355786
174946	-0.00297413
174980	-0.00356649
175014	-0.00296432
175050	-0.00356268
175084	-0.00297158
175117	-0.00356357
175153	-0.0029689
175186	-0.00355905
175219	-0.00297336
175257	-0.00356113
175292	-0.00296908
175325	-0.00356101
175361	-0.00298008
175397	-0.00355614
175433	-0.00296765
175469	-0.00355875
175507	-0.00297098
175543	-0.00357244
175576	-0.00297116
175609	-0.00356518
175642	-0.00296735
175677	-0.00356488
175710	-0.00297241
175750	-0.00356482
175783	-0.00297681
175816	-0.00357184
175850	-0.00296729
175884	-0.00356518
175917	-0.00297455
175951	-0.00356678
175984	-0.00296694
176020	-0.00356506
176054	-0.00296973
176088	-0.0035625
176124	-0.00296117
176158	-0.00356387
176192	-0.00296831
176225	-0.00357101
176258	-0.00296367
176292	-0.00356244
176346	-0.00297366
176380	-0.00357571
176416	-0.00296004
176450	-0.00356536
176483	-0.00296242
176517	-0.00356262
176551	-0.00295653
176585	-0.00357006
176619	-0.00296932
176652	-0.00356339
176685	-0.00296878
176720	-0.00355756
176754	-0.00296836
176790	-0.00356595
176825	-0.00296527
176860	-0.00356179
176894	-0.00297419
176928	-0.00356863
176962	-0.00296129
176997	-0.00355858
177032	-0.00297116
177068	-0.0035647
177104	-0.0029576
177138	-0.00356256
