	9.8 V
2288941	-0.00115515
2288977	-0.00231791
2289012	-0.00115116
2289047	-0.00230589
2289083	-0.00115586
2289118	-0.00230786
2289154	-0.00115669
2289189	-0.00229911
2289224	-0.00114724
2289260	-0.00231601
2289295	-0.00114289
2289331	-0.00230982
2289367	-0.00115431
2289404	-0.00231529
2289442	-0.0011536
2289481	-0.00229358
2289520	-0.00115426
2289557	-0.00230928
2289593	-0.00113486
2289629	-0.00229191
2289665	-0.00114997
2289702	-0.00231488
2289738	-0.00115574
2289774	-0.00229644
2289811	-0.00115241
2289849	-0.00230351
2289885	-0.00114147
2289924	-0.00230328
2289960	-0.00114956
2289997	-0.00231315
2290036	-0.00116496
2290074	-0.00230131
2290111	-0.00117281
2290153	-0.0023147
2290189	-0.00114504
2290225	-0.00229887
2290260	-0.00115188
2290297	-0.0023094
2290334	-0.00114736
2290370	-0.00230458
2290405	-0.00116984
2290440	-0.00230328
2290478	-0.00114218
2290520	-0.00229441
2290555	-0.00115342
2290592	-0.00231684
2290630	-0.00115253
2290667	-0.00229893
2290704	-0.0011533
2290748	-0.00229947
2290790	-0.00115646
2290826	-0.00229715
2290862	-0.00114402
2290897	-0.00230262
2290933	-0.001158
2290968	-0.00229858
2291003	-0.00115931
2291038	-0.00232148
2291077	-0.00113451
2291113	-0.00229031
2291149	-0.00115039
2291185	-0.0023072
2291221	-0.00115503
2291265	-0.0023097
2291305	-0.00114706
2291340	-0.00228763
2291375	-0.0011489
2291411	-0.00229751
2291447	-0.00115229
2291481	-0.00228924
2291515	-0.0011467
2291555	-0.00229078
2291590	-0.00115057
2291630	-0.00231101
2291665	-0.00114819
2291702	-0.0022956
2291738	-0.00114242
2291774	-0.00229703
2291810	-0.00117216
2291848	-0.00228287
2291883	-0.00115366
2291919	-0.00229061
2291955	-0.001163
2291989	-0.00228775
2292025	-0.00116139
2292064	-0.00229751
2292099	-0.00116187
2292138	-0.00229917
2292177	-0.0011608
2292213	-0.00229453
2292249	-0.00115556
2292286	-0.00228061
2292323	-0.0011602
2292360	-0.00229822
2292399	-0.00115913
2292436	-0.00229138
2292471	-0.0011655
2292510	-0.00230137
2292545	-0.00113891
2292582	-0.00228002
2292620	-0.00116699
2292660	-0.00227912
2292697	-0.00117763
2292736	-0.00226741
2292777	-0.00115836
2292814	-0.00230268
2292849	-0.00116722
2292884	-0.00229019
2292920	-0.00115283
2292957	-0.00230328
2292992	-0.00117198
2293029	-0.00228894
2293064	-0.00116437
2293103	-0.00229304
2293141	-0.00116591
2293178	-0.0022749
2293220	-0.00116461
2293255	-0.00229263
2293289	-0.00116532
2293324	-0.00226723
2293362	-0.00117853
2293396	-0.00228305
2293432	-0.00117109
2293469	-0.00228103
2293506	-0.00116722
2293542	-0.00227669
2293577	-0.00116502
2293612	-0.00227318
2293648	-0.00117067
