"Energy (eV)"	"Filtered"
4.36128e+4	2.56558e+6
4.36627e+4	2.54575e+6
4.37126e+4	2.52607e+6
4.37625e+4	2.50654e+6
4.38124e+4	2.48716e+6
4.38623e+4	2.46792e+6
4.39122e+4	2.44884e+6
4.39621e+4	2.42989e+6
4.40120e+4	2.41110e+6
4.40619e+4	2.39244e+6
4.41118e+4	2.37393e+6
4.41617e+4	2.35555e+6
4.42116e+4	2.33732e+6
4.42615e+4	2.31923e+6
4.43114e+4	2.30127e+6
4.43613e+4	2.28345e+6
4.44112e+4	2.26577e+6
4.44611e+4	2.24822e+6
4.45110e+4	2.23081e+6
4.45609e+4	2.21353e+6
4.46108e+4	2.19637e+6
4.46607e+4	2.17936e+6
4.47106e+4	2.16247e+6
4.47605e+4	2.14570e+6
4.48104e+4	2.12907e+6
4.48603e+4	2.11257e+6
4.49102e+4	2.09619e+6
4.49601e+4	2.07993e+6
4.50100e+4	2.06380e+6
4.50599e+4	2.04779e+6
4.51098e+4	2.03191e+6
4.51597e+4	2.01614e+6
4.52096e+4	2.00050e+6
4.52595e+4	1.98497e+6
4.53094e+4	1.96957e+6
4.53593e+4	1.95428e+6
4.54092e+4	1.93911e+6
4.54591e+4	1.92406e+6
4.55090e+4	1.90912e+6
4.55589e+4	1.89429e+6
4.56088e+4	1.87958e+6
4.56587e+4	1.86498e+6
4.57086e+4	1.85049e+6
4.57585e+4	1.83611e+6
4.58084e+4	1.82185e+6
4.58583e+4	1.80769e+6
4.59082e+4	1.79364e+6
4.59581e+4	1.77970e+6
4.60080e+4	1.76586e+6
4.60579e+4	1.75213e+6
4.61078e+4	1.73851e+6
4.61577e+4	1.72499e+6
4.62076e+4	1.71157e+6
4.62575e+4	1.69826e+6
4.63074e+4	1.68505e+6
4.63573e+4	1.67194e+6
4.64072e+4	1.65893e+6
4.64571e+4	1.64602e+6
4.65070e+4	1.63321e+6
4.65569e+4	1.62050e+6
4.66068e+4	1.60788e+6
4.66567e+4	1.59536e+6
4.67066e+4	1.58294e+6
4.67565e+4	1.57062e+6
4.68064e+4	1.55838e+6
4.68563e+4	1.54625e+6
4.69062e+4	1.53420e+6
4.69561e+4	1.52225e+6
4.70060e+4	1.51039e+6
4.70559e+4	1.49862e+6
4.71058e+4	1.48694e+6
4.71557e+4	1.47535e+6
4.72056e+4	1.46385e+6
4.72555e+4	1.45244e+6
4.73054e+4	1.44112e+6
4.73553e+4	1.42988e+6
4.74052e+4	1.41873e+6
4.74551e+4	1.40766e+6
4.75050e+4	1.39669e+6
4.75549e+4	1.38579e+6
4.76048e+4	1.37498e+6
4.76547e+4	1.36425e+6
4.77046e+4	1.35361e+6
4.77545e+4	1.34304e+6
4.78044e+4	1.33256e+6
4.78543e+4	1.32216e+6
4.79042e+4	1.31184e+6
4.79541e+4	1.30159e+6
4.80040e+4	1.29143e+6
4.80539e+4	1.28135e+6
4.81038e+4	1.27134e+6
4.81537e+4	1.26141e+6
4.82036e+4	1.25156e+6
4.82535e+4	1.24178e+6
4.83034e+4	1.23208e+6
4.83533e+4	1.22245e+6
4.84032e+4	1.21290e+6
4.84531e+4	1.20342e+6
4.85030e+4	1.19401e+6
4.85529e+4	1.18468e+6
4.86028e+4	1.17542e+6
4.86527e+4	1.16623e+6
4.87026e+4	1.15711e+6
4.87525e+4	1.14806e+6
4.88024e+4	1.13908e+6
4.88523e+4	1.13017e+6
4.89022e+4	1.12133e+6
4.89521e+4	1.11256e+6
4.90020e+4	1.10385e+6
4.90519e+4	1.09521e+6
4.91018e+4	1.08664e+6
4.91517e+4	1.07814e+6
4.92016e+4	1.06970e+6
4.92515e+4	1.06133e+6
4.93014e+4	1.05302e+6
4.93513e+4	1.04477e+6
4.94012e+4	1.03659e+6
4.94511e+4	1.02847e+6
4.95010e+4	1.02042e+6
4.95509e+4	1.01243e+6
4.96008e+4	1.00450e+6
4.96507e+4	9.96626e+5
4.97006e+4	9.88818e+5
4.97505e+4	9.81069e+5
4.98004e+4	9.73381e+5
4.98503e+4	9.65753e+5
4.99002e+4	9.58183e+5
4.99501e+4	9.50672e+5
5.00000e+4	9.43219e+5
